,open,high,low,close,data_magnitude,data_magnitude_exp_1,data_magnitude_exp_inv_1,data_magnitude_pow_1,data_magnitude_exp_2,data_magnitude_exp_inv_2,data_magnitude_pow_2,data_magnitude_exp_3,data_magnitude_exp_inv_3,data_magnitude_pow_3,data_magnitude_exp_4,data_magnitude_exp_inv_4,data_magnitude_pow_4,data_magnitude_exp_5,data_magnitude_exp_inv_5,data_magnitude_pow_5,data_magnitude_exp_6,data_magnitude_exp_inv_6,data_magnitude_pow_6,data_magnitude_exp_7,data_magnitude_exp_inv_7,data_magnitude_pow_7,data_magnitude_exp_8,data_magnitude_exp_inv_8,data_magnitude_pow_8,data_magnitude_exp_9,data_magnitude_exp_inv_9,data_magnitude_pow_9,data_magnitude_exp_10,data_magnitude_exp_inv_10,data_magnitude_pow_10,data_magnitude_exp_11,data_magnitude_exp_inv_11,data_magnitude_pow_11,data_magnitude_exp_12,data_magnitude_exp_inv_12,data_magnitude_pow_12,data_magnitude_exp_13,data_magnitude_exp_inv_13,data_magnitude_pow_13,data_magnitude_exp_14,data_magnitude_exp_inv_14,data_magnitude_pow_14,data_magnitude_exp_15,data_magnitude_exp_inv_15,data_magnitude_pow_15,data_magnitude_exp_16,data_magnitude_exp_inv_16,data_magnitude_pow_16,data_magnitude_exp_17,data_magnitude_exp_inv_17,data_magnitude_pow_17,data_magnitude_exp_18,data_magnitude_exp_inv_18,data_magnitude_pow_18,data_magnitude_exp_19,data_magnitude_exp_inv_19,data_magnitude_pow_19
data_magnitude_exp_3,0.09724304003031857,0.09738629523833843,0.09704769468739623,0.0972434408471848,0.09724879003933343,0.7817566051540958,-0.0055417012700777115,0.09724879003933343,0.9657694367589013,-0.0032013933190618194,0.12017066356647604,1.0,-0.0026032371191897392,0.14550481385051972,0.986564396119677,-0.0023080360304427944,0.17276056502318624,0.9623149791033968,-0.0021099446591890795,0.20136764903993765,0.9367924994141105,-0.0019571861225700783,0.230831202602242,0.0,-0.0018322079787836045,0.2607675964587979,0.0,-0.0017269906279663238,0.29087056809551165,0.0,-0.0016368594803784187,0.3208690438328353,0.0,-0.0015586401895302804,0.35050467566004784,0.0,-0.00148999733322904,0.3795302607055486,0.0,-0.0014291450086753666,0.4077201022053116,0.0,-0.0013746924904737149,0.4348832080081331,0.0,-0.0013255472654106547,0.46087341408526394,0.0,-0.0012808469800692321,0.4855938940224493,0.0,-0.0012399085721365435,0.5089959924842319,,-0.0012021890382958103,0.5310737143215642,,-0.0011672547728586737,0.5518556820132179,,-0.0011347575123087164,0.571396245214342
data_magnitude_exp_inv_3,-0.13788889769676207,-0.1375800163515966,-0.1380176307037974,-0.13784770521980638,-0.13785943200820885,-0.006904380225071695,0.871811026714624,-0.13785943200820885,-0.00367313252064988,0.9839684381941278,-0.09642905764405325,-0.0026032371191897392,1.0,-0.07095742915578007,-0.002045578766696166,0.9917718836022675,-0.05535562410535625,-0.0017355903740504544,0.9736908834326692,-0.04550581011678105,-0.0015472405615887975,0.9512748026979954,-0.03894547251921594,-0.0014214724496126668,0.9272609864917661,-0.03428905513492648,-0.0013307822253594518,0.9030916642721157,-0.030773594955004924,-0.0012617140097464215,0.8795094212470319,-0.02797602354913547,-0.0,0.856863202837759,-0.025655495702512614,-0.0,0.8352829118754937,-0.023669860492720865,-0.0,0.8147819668138464,-0.021931985399148656,-0.0,0.7953169890422039,-0.020386554124316156,-0.0,0.7768214714177283,-0.018997286699239606,-0.0,0.7592238088682726,-0.017739574263813764,-0.0,0.7424561522519554,-0.016596054421802134,-0.0,0.726458061636954,-0.015553878391835833,-0.0,0.7111773582179611,-0.014603006605066486,-0.0,0.6965695869043982,-0.013735153816454302
data_magnitude_pow_3,0.961797175104212,0.9620633361162364,0.9618519376593062,0.9619575161614352,0.9621015459986011,0.3369996119420462,-0.1441163687731784,0.9621015459986011,0.20003610752640455,-0.08671227542059545,0.9914751268088394,0.14550481385051972,-0.07095742915578007,1.0,0.11599171657584137,-0.06304890983438297,0.9931472339713393,0.0992759503057889,-0.05769889781661555,0.9755439991482073,0.08896831313725095,-0.05355661764843391,0.9509698739361179,0.08200339618454422,-0.05016003137050151,0.9222381560220535,0.07693633452004565,-0.047296362579890484,0.8912369038660718,0.0730528372978637,-0.04484074828816154,0.8591332696734569,0.0,-0.04270796350615621,0.8266218643526567,0.0,-0.04083507655564689,0.7941302106755112,0.0,-0.03917383902820945,0.7619542187972725,0.0,-0.037686610038661965,0.7303317798461925,0.0,-0.03634378135167045,0.69947380090174,0.0,-0.03512196014567702,0.6695710877773078,0.0,-0.034002604216391064,0.6407905383368915,0.0,-0.03297096555852147,0.6132689065460702,0.0,-0.03201526252170391,0.5871082899246658,0.0,-0.0311260290621775,0.5623747523263666
data_magnitude_exp_4,0.0769900650259503,0.07718364815906889,0.07686629635859235,0.07705064664822245,0.07703724678165252,0.6894750480709926,-0.004354573145090025,0.07703724678165252,0.9131647877663488,-0.002515599577557514,0.0954819993766793,0.986564396119677,-0.002045578766696166,0.11599171657584137,1.0,-0.00181361484969641,0.1381944201897703,0.9934481029081177,-0.0016579580714815897,0.16164639711673615,0.0,-0.001537923051760882,0.1859572471340973,0.0,-0.0014397173849216586,0.2108207036143272,0.0,-0.0013570394079010478,0.23598907374332617,0.0,-0.0012862159088178778,0.26124007514563113,0.0,-0.0012247525410264582,0.28635896491943064,0.0,-0.0011708141701035498,0.31113740013733515,0.0,-0.0011229974644746607,0.3353821162478339,0.0,-0.001080209616143088,0.35892614067479167,0.0,-0.0010415921470957566,0.38163768721486674,0.0,-0.0010064674349113496,0.40342454923885285,,-0.0009742987410216213,0.4242338237714074,,-0.0009446593827988426,0.44404796846578604,,-0.000917208640382131,0.4628786305454316,,-0.0008916728543153697,0.48075962021383406
data_magnitude_exp_inv_4,-0.12320901871770934,-0.12294446284485434,-0.12331771546664168,-0.12317325188719422,-0.12318437771682322,-0.006121439422557825,0.8189937001538001,-0.12318437771682322,-0.0032566077595304853,0.9546222105437385,-0.08587130375119087,-0.0023080360304427944,0.9917718836022675,-0.06304890983438297,-0.00181361484969641,1.0,-0.04912588972532704,-0.001538778426240661,0.9946831232210461,-0.040361114430972095,-0.001371787048358086,0.9821993820688585,-0.034534049837402665,-0.0012602807503793339,0.9659418641865538,-0.03040225410371561,-0.0011798745885117558,0.9478492265461439,-0.027284387251352397,-0.001118638549344114,0.9290400385594182,-0.024803737757568455,-0.0,0.9101483622372478,-0.022746259317609055,-0.0,0.8915209972716309,-0.020985763605256596,-0.0,0.8733372693107144,-0.019444951836941896,-0.0,0.8556816470869761,-0.01807476672687117,-0.0,0.8385869981230519,-0.016843038413667136,-0.0,0.8220596776052511,-0.01572794749854602,-0.0,0.8060935678744637,-0.014714100123245455,-0.0,0.7906775494792311,-0.013790104439621252,-0.0,0.7757991785182646,-0.0129470593180056,-0.0,0.7614462558137373,-0.012177619034164089
data_magnitude_pow_4,0.9252966945630631,0.9256301137106693,0.9254140614345674,0.9254978236069741,0.9256359265991452,0.3887117500442189,-0.11496436364755583,0.9256359265991452,0.23606882894485037,-0.06787720741590879,0.9698267131795196,0.17276056502318624,-0.05535562410535625,0.9931472339713393,0.1381944201897703,-0.04912588972532704,1.0,0.11852653227223318,-0.04493011262869632,0.9944399480265176,0.10635425381111833,-0.04168877108909856,0.9800577158490301,0.09810540504040356,-0.03903431011919927,0.9597251176043196,0.09209124010797867,-0.03679817577720209,0.9355124262258686,0.08747472824255109,-0.0348818199370324,0.9088077160986553,0.0,-0.03321817087649327,0.8805202116983509,0.0,-0.03175780416294145,0.8512682152010144,0.0,-0.030462882809654056,0.8215114721660554,0.0,-0.02930391921257158,0.7916273690915023,0.0,-0.028257735865131476,0.7619458293346036,0.0,-0.02730603068916323,0.7327595703416273,0.0,-0.026434302464337468,0.7043228121170032,0.0,-0.025631020791620503,0.676846861042316,0.0,-0.024886976650601873,0.6504969987315365,0.0,-0.024194772458343748,0.6253923075565975
data_magnitude_exp_5,0.06559287307900044,0.06583091197702147,0.0655442270051272,0.06571846859622438,0.0656839117133,0.6273735503632656,-0.0036946781794919416,0.0656839117133,0.8669464054107293,-0.002134383912688867,0.08155915919244631,0.9623149791033968,-0.0017355903740504544,0.0992759503057889,0.9934481029081177,-0.001538778426240661,0.11852653227223318,0.0,-0.001406709981689056,0.1389375387361288,0.0,-0.0013048651502076264,0.16017772357793167,0.0,-0.0012215416366776223,0.18198547035610718,0.0,-0.0011513927363275857,0.20414763884546863,0.0,-0.0010913018782946263,0.2264714023224025,0.0,-0.00103915271091364,0.24876895452292305,0.0,-0.000993388197275626,0.27085658265876217,0.0,-0.0009528176676242303,0.29256230369649533,0.0,-0.0009165139188274089,0.3137358199636853,0.0,-0.0008837485672114554,0.3342565662303778,,-0.0008539466777162763,0.3540378970598657,,-0.0008266528495002487,0.3730272065436252,,-0.0008015050597098509,0.3912028044153069,,-0.0007782142214030817,0.40856877500873184,,-0.0007565481456631621,0.4251490081682701
data_magnitude_exp_inv_5,-0.11307913765869619,-0.11284811268319671,-0.11317475013559991,-0.11304707675464057,-0.1130587460988978,-0.005596055800655217,0.7737271854121875,-0.1130587460988978,-0.0029771035021392963,0.9218660123268066,-0.07867305447597554,-0.0021099446591890795,0.9736908834326692,-0.05769889781661555,-0.0016579580714815897,0.9946831232210461,-0.04493011262869632,-0.001406709981689056,1.0,-0.03690359557870559,-0.0012540509411686264,0.9962553073524758,-0.03157210577251672,-0.0011521148731076937,0.9871443508447101,-0.027793518894286814,-0.0010786097156662198,0.9748899441581558,-0.024942826477188876,-0.0010226293704343969,0.9608544288129333,-0.022674960397623047,-0.0,0.9458726320262607,-0.02079403384633887,-0.0,0.9304534325444459,-0.019184626119036926,-0.0,0.9149058544987819,-0.017776054631505896,-0.0,0.8994179289257422,-0.016523467412257554,-0.0,0.8841053754020459,-0.015397454216404982,-0.0,0.869041123533672,-0.014378067946049067,-0.0,0.8542728593002656,-0.01345123584365221,-0.0,0.8398332253197425,-0.012606543758946154,-0.0,0.8257456068528131,-0.011835854510366044,-0.0,0.8120273276902711,-0.011132452831789508
data_magnitude_pow_5,0.8840176665686054,0.8843973758644618,0.8841959183400215,0.8842481163780571,0.8843824697717393,0.44029218948430554,-0.09570719722391034,0.8843824697717393,0.2734666596800076,-0.05589381133111516,0.9399589792483725,0.20136764903993765,-0.04550581011678105,0.9755439991482073,0.16164639711673615,-0.040361114430972095,0.9944399480265176,0.1389375387361288,-0.03690359557870559,1.0,0.12483013561281887,-0.03423542352675991,0.9954635410335314,0.1152410970059569,-0.032051647104413473,0.9836068721897915,0.10823416033952409,-0.03021271791986006,0.9665555883788156,0.1028470096098817,-0.0286371924799683,0.9458220565783464,0.0,-0.027269715491208955,0.9224592679054322,0.0,-0.02606953561084287,0.8972248960255546,0.0,-0.025005476726318848,0.8707050284869701,0.0,-0.024053253919435094,0.8433889606586614,0.0,-0.023193785579046767,0.8157052831867831,0.0,-0.022412007686566735,0.7880337735353227,0.0,-0.02169598680988384,0.7607054430096802,0.0,-0.02103623559911822,0.7339990784327153,0.0,-0.020425177587362862,0.708138843675557,,-0.019856727166475557,0.6832947246997106
data_magnitude_exp_6,0.05860097589191883,0.05887198518971721,0.05861672960187316,0.05878125410805336,0.058728606143023,0.583659325092224,-0.003293724156810979,0.058728606143023,0.8286393172117515,-0.0019027562108493647,0.07300316158521865,0.9367924994141105,-0.0015472405615887975,0.08896831313725095,0.0,-0.001371787048358086,0.10635425381111833,0.0,-0.0012540509411686264,0.12483013561281887,0.0,-0.001163258518825022,0.14410097562099436,0.0,-0.0010889774431777472,0.16393290414357534,0.0,-0.0010264412447779567,0.18413458866315924,0.0,-0.0009728715693985254,0.20453210742174882,0.0,-0.0009263817361802148,0.2249552382300052,0.0,-0.0008855836810396407,0.24523664702677617,0.0,-0.0008494159481342769,0.26521883911396216,0.0,-0.0008170519563098858,0.28476327266185564,,-0.000787842367576829,0.30375780635858335,,-0.0007612746400023516,0.3221206868323364,,-0.0007369427937738281,0.3398008538941045,,-0.0007145240934977949,0.3567752828188394,,-0.0006937608245372516,0.3730444590972932,,-0.0006744459955910924,0.3886270585192435
data_magnitude_exp_inv_6,-0.10515373048879147,-0.10495039803348334,-0.10523917345211602,-0.10512463184083509,-0.10513706661436023,-0.005190905224229103,0.7339240771002566,-0.10513706661436023,-0.0027615632639773928,0.888956325919016,-0.07307708395381027,-0.0019571861225700783,0.9512748026979954,-0.05355661764843391,-0.001537923051760882,0.9821993820688585,-0.04168877108909856,-0.0013048651502076264,0.9962553073524758,-0.03423542352675991,-0.001163258518825022,1.0,-0.029287395239556976,-0.001068702551715054,0.9972329950435068,-0.02578160327777357,-0.0010005191169243533,0.9903263263504934,-0.023137072324521984,-0.0009485917100385141,0.9807933910448823,-0.021033333576556942,-0.0,0.9696055192528984,-0.019288566836765393,-0.0,0.9573886873678614,-0.017795674217116565,-0.0,0.9445497813515076,-0.01648908101861351,-0.0,0.9313575929933492,-0.015327179901762265,-0.0,0.9179941686386072,-0.014282689193099664,-0.0,0.9045869018062708,-0.013337105761450823,-0.0,0.8912283200887786,-0.01247737565736045,-0.0,0.8779881438287809,-0.011693838694878087,-0.0,0.8649205742031701,-0.010978946815422906,-0.0,0.8520686872318234,-0.010326470932648841
data_magnitude_pow_6,0.8411769987958212,0.8415881517103732,0.8414054639849847,0.84142565207772,0.841558135780445,0.4908321637893484,-0.08244018613336664,0.841558135780445,0.31154896457309084,-0.047871485918900634,0.9055660396399648,0.230831202602242,-0.03894547251921594,0.9509698739361179,0.1859572471340973,-0.034534049837402665,0.9800577158490301,0.16017772357793167,-0.03157210577251672,0.9954635410335314,0.14410097562099436,-0.029287395239556976,1.0,0.13313981734879363,-0.027417920172992667,0.9962515969041942,0.12511201867342953,-0.02584390181805346,0.9863059409453568,0.11892999744723294,-0.02449548869204068,0.9717199530368561,0.0,-0.02332523133947036,0.9536262771739467,0.0,-0.022298212442356344,0.9328716836141554,0.0,-0.021387726508688445,0.9101294222433957,0.0,-0.020572975094786276,0.8859701562743271,0.0,-0.019837618309933417,0.8608973817658427,0.0,-0.019168757883136642,0.8353596154642405,0.0,-0.018556176800159526,0.8097507955802361,0.0,-0.01799175275513784,0.784407007363394,0.0,-0.017468999670182273,0.7596041459843552,,-0.016982707953424037,0.7355584098642504
data_magnitude_exp_7,0.05389804188309875,0.05419181243879494,0.05396433568147,0.05412007152339226,0.05405346667890277,0.5509764110156108,-0.0030259923775060047,0.05405346667890277,0.7966843231023939,-0.0017480898569995794,0.06723771177882779,0.0,-0.0014214724496126668,0.08200339618454422,0.0,-0.0012602807503793339,0.09810540504040356,0.0,-0.0011521148731076937,0.1152410970059569,0.0,-0.001068702551715054,0.13313981734879363,0.0,-0.0010004594451280993,0.15158650279030167,0.0,-0.0009430065284092745,0.17040477334639242,0.0,-0.0008937912870454084,0.18943383333527758,0.0,-0.0008510803998392633,0.2085158261190814,0.0,-0.000813598632090963,0.22749509348455202,0.0,-0.0007803708088511725,0.2462246417618593,,-0.0007506375379688337,0.2645746505426654,,-0.0007238022631710637,0.28243947317960894,,-0.0006993941047156177,0.2997414486518972,,-0.0006770400830330618,0.31643129926366204,,-0.0006564436964143016,0.3324857655089865,,-0.000637368178667425,0.3479034852006137,,-0.0006196233638678434,0.3627001095673997
